SEZIONE,P1,P2,P3,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100,P101,P102,P103,IT1,IT2,IT3,IT4,IT5,IT6,IT7,IT8,IT9,IT10,IT11,IT12,ST1,ST2,ST2_B,ST3,ST4,ST5,ST16,ST17,ST18,ST19,ST20,ST21,ST22,ST23,ST24,ST25,ST26,ST27,ST28,ST29,ST30,ST31,ST32,ST33,PF1,PF3,PF4,PF5,PF6,PF7,PF8,education,male_share,pop_15_64,employment,foreigners,children,age_over75,under_35,male_not_educated,unipersonal_family
1.0,418.33722265853066,199.23978931734564,219.09743334118502,12.193873841315508,19.830992210190743,15.190877721295692,19.921318275039084,13.504995813476853,12.417758801486343,19.6190088391304,19.009828390537223,18.042058295221068,30.362421428319067,38.72052030265331,40.64648870844394,24.316912739537656,31.043480312800966,35.75603819091339,67.76064878816942,7.965248848311603,11.566823414643295,9.38709757477045,11.14906281454023,5.542093482217751,5.822807637043297,7.290197046939284,10.583634381182492,7.858257131068967,17.199696852243505,17.497953336453065,23.838069710414857,8.685260962694883,13.950469457893632,18.093241670634598,22.80987499629373,4.228624993003905,8.264168795547448,5.803780146525241,8.772255460498855,7.962902331259102,6.594951164443046,12.328811792191118,8.426194009354731,10.1838011641521,13.162724576075561,21.222566966200247,16.808418998029083,15.631651776842773,17.093010854907334,17.66279652027879,44.95077379187569,391.7474540843068,183.15823762606124,208.58921645824557,12.278055405127816,44.71489437306991,87.64472410525195,155.88453196360024,91.22524823725689,6.241318140528165,16.620662518760582,49.35640254057944,73.16724196344148,37.77261246275157,6.036737264599651,28.094231854309328,38.288321564672515,82.71729000015875,53.452635774505325,158.10096915112808,81.92486038932111,76.17610876180697,45.35635753313545,219.00514591309002,133.56016729188377,27.129707271349616,110.07161123887636,54.85358612482196,18.226650261785835,108.93353467421366,78.70658116706181,146.66431660205126,79.09388001763728,67.57043658441398,20.41555192042142,7.184884682297707,13.230667238123715,3.673089631367475,8.829478037077934,7.912984251976013,9.019950110465288,2.02512239664793,6.994827713817358,11.395601809956133,5.1597622856497765,6.235839524306357,1.8593862396664917,17.55616568075493,1.0,1.7894625663757324,5.395422115921974,0.0,0.06992367329075933,12.160743564832956,1.0,11.436652549076825,2.830980371683836,8.60567217739299,207.30966678374898,90.20041878727716,58.90189488022588,30.39988722349517,22.4864511359483,4.369109327439219,0.9519054293632507,0.21806629507534844,0.4762659847746225,236.56131159384495,0.6683297792268483,0.04880166242602249,0.7192250896000725,0.16197614058235335,0.2693492699164118,0.03132566121412176,0.43509991688601746
2.0,916.8721160446876,448.67756229505176,468.1945537496358,24.975122372619808,31.992822922067717,29.78997551946668,32.52758616692154,30.07908428652445,33.87182867247611,29.85823811776936,31.245903942734003,63.675199368211906,78.85826304391958,70.39089840953238,87.68000737228431,59.22767967171967,74.79599719314137,80.05155351216672,157.85195547313197,11.04829066619277,18.183005435566884,12.196879276074469,16.02743995009223,14.910402938781772,17.378911615349352,14.933159705251455,14.584587070159614,29.48049928440014,38.017860604508314,31.1027549096616,49.902416981058195,29.084519636817276,34.72115606634179,41.25165325496346,75.85402489983244,13.926831706427038,13.809817486500833,17.59309624339221,16.500146216829307,15.168681347742677,16.49291705712676,14.925078412517905,16.66131687257439,34.19470008381177,40.840402439411264,39.288143499870785,37.77759039122611,30.143160034902394,40.07484112679958,38.79990025720326,81.99793057329953,866.6921447593486,424.0197560353554,442.6723887239932,19.84825687209377,143.697627259593,233.58032396703493,331.14676933037117,138.41916733025573,11.276659438444767,57.71716654393822,120.36647640587762,180.2440494702314,54.415404176863376,8.571597433649004,85.98046071565477,113.21384756115731,150.90271986013977,84.00376315339236,343.9240570112597,183.3002497519483,160.62380725931143,83.54936672508484,492.5040030583623,310.69950617844006,40.217637944209855,246.37136344017927,149.8268342211377,43.33172878087498,246.13263961818302,160.87267195730237,332.28856557956897,177.9522300924291,154.33633548713988,30.11924008280039,12.261726689524949,17.85751339327544,6.563704025931656,20.475825691595674,3.0797103652730584,13.159895850345492,5.217667710967362,7.94222813937813,16.959344232454896,7.044058978557587,9.91528525389731,3.2085540890693665,24.910685993731022,2.0,1.2105374336242676,9.051189255900681,2.0,1.9980166554450989,15.85949673783034,0.0,11.635491431690753,5.348019659519196,6.287471772171557,486.65148994833,215.38839298201492,158.04731218528468,73.4159158981638,34.865123694064096,3.9276149114593863,1.0071302773430943,0.15096889185308074,0.4893567537320369,517.4146890520933,0.6646971264795952,0.03284999026116353,0.7673575708294841,0.17216354681402307,0.23241480935980346,0.025133103114769087,0.44259269195884654
3.0,272.95425911829807,135.2670742184855,137.68718489981256,8.146208309102803,6.299286123365164,10.721849712252151,11.43781078158645,17.578909535019193,7.861335527384654,9.148087994661182,17.020587450126186,12.590712624543812,24.025990657275543,24.156432531075552,27.155597428325564,20.156043861061335,12.741996410826687,26.16505832428811,37.74835184740368,4.573104094946757,3.7218509043450467,6.14516056724824,6.290679235069547,9.288797522953246,4.716172635555267,4.574986045481637,8.300857801223174,7.867546098597813,7.158356722036842,15.867067725514062,16.29238006961532,4.860287725925446,5.145730174437631,11.58460778160952,18.879489113925956,3.5731042141560465,2.577435219020117,4.576689145003911,5.147131546516903,8.290112012065947,3.1451628918293864,4.573101949179545,8.719729648903012,4.723166525945999,16.8676339352387,8.28936480556149,10.863217358710244,15.295756135135889,7.596266236389056,14.58045054267859,18.868862733477727,259.08703506720485,127.54662593791727,131.54040912928758,6.150325601978693,54.045506135968026,74.34480401373003,103.38696305989288,21.159436255635228,3.1465630718157627,23.45500740222633,43.6057701560203,50.61996932752663,6.719315980328247,3.0037625301629305,30.590498733741697,30.739033857709728,52.766993732366245,14.440120275306981,107.80622983770445,59.7727388360654,48.03349100163905,24.16734414472012,164.13151178852422,76.64570740272757,14.440115566540044,83.21713158197235,35.60982706997311,9.727228578180075,80.91438020655187,41.03588033275446,104.80623210268095,58.7727388360654,46.03349326661555,8.009695782326162,2.0,6.009695782326162,1.0,3.9999977350234985,3.0096980473026633,4.009698047302663,0.0,4.009698047302663,3.9999977350234985,2.0,1.9999977350234985,1.0,6.999996602535248,0.009699179790914059,0.0,2.0,0.0,1.0,4.999996602535248,0.009699179790914059,2.9999977350234985,1.0,1.9999977350234985,142.4244172865292,70.0847658693092,34.7380249890266,20.58804961980786,14.438589630415663,1.5749871779698879,1.0,0.07752008092485838,0.49556682007977354,171.13150839105947,0.6299613136778536,0.029344461625912085,0.7359889045391246,0.13829552236824993,0.26082570835619906,0.023261855037489645,0.4920839221572013
4.0,531.3765856327632,273.2752688153803,258.1013168173829,11.998455720191942,19.02790771511218,24.95068253034924,22.030463499948382,26.17640354577452,17.955603390695615,31.195467237263983,29.983672827233477,35.134210409529715,41.31545614779657,51.60251093748957,40.0103784763171,37.618449218892465,44.24548478781912,29.19283523444483,68.93860395390448,6.4992279197006155,8.211819853481984,10.708350082334164,12.733256719075143,14.712225229479373,10.090226771309972,19.530985474671297,16.720629721033447,16.27204480062801,22.326778571291015,24.578302507288754,23.876714890212725,19.958102914504707,22.41454201633678,14.76964583893141,29.87241550510089,5.499227800491326,10.816087861630194,14.242332448015077,9.297206780873239,11.464178316295147,7.865376619385643,11.664481762592686,13.26304310620003,18.862165608901705,18.98867757650555,27.024208430200815,16.133663586104376,17.660346304387758,21.83094277148234,14.423189395513418,39.06618844880359,503.04604089176746,259.22048062923227,243.8255602625352,9.051244671167751,85.78745334512814,171.33368557932158,198.86647856654258,38.0071787296074,3.011684390106211,37.71809243101325,100.93084806816955,101.18452208037047,16.37533365957279,6.03956028106154,48.069360914114895,70.40283751115203,97.68195648617211,21.631845070034615,226.24280563460889,135.53522985369364,90.70757578091525,53.97704596565336,304.0118863426219,140.3866231419895,24.419397855516763,171.7992676590991,67.05660336036908,29.557648110136597,132.2126186835228,73.33001978162042,210.24280352545202,128.53522991329828,81.70757361215374,33.001030182498425,9.999999940395355,23.00103024210307,7.999999940395355,20.010728293741067,4.990301948362003,18.00353152802677,5.999999940395355,12.003531587631414,14.997498654471656,4.0,10.997498654471656,2.0,29.0107293483195,1.9903008341789246,1.0,8.999999940395355,0.0,1.0,20.010729407924146,1.9903008341789246,16.000002109156867,6.999999940395355,9.000002168761512,283.4415990973164,139.243230059074,71.77828517983039,46.48000926937539,22.563615479676173,1.3764591689650842,1.9999999403953552,0.07152588156354021,0.5142779644495704,333.0226156909414,0.6793616858879382,0.06210478796915901,0.7444973352921728,0.1297358706007198,0.28856179926848785,0.011020698664615894,0.4912589771668147
5.0,690.3560949097846,331.09585656793934,359.26023834184525,17.445945638428384,31.677786749791267,22.54357125862589,22.091657940880395,23.94117873965297,29.17347205085025,25.789501774204837,29.129693526698247,46.02838216326563,58.878758427534194,58.820673295878805,56.68970315034312,49.29569654946681,48.78989955010911,45.79864785859536,124.26152623545931,7.646254822186165,20.680440120246203,11.628892933989846,8.761345528881066,12.959396671503782,18.730616439250298,7.594940254970425,16.632662224856176,16.240823789190472,30.638274724093208,33.775753726717085,31.72101323667448,21.276316301547922,22.6780593423573,21.113874900391238,49.01719155108367,9.799690816242219,10.997346629545063,10.914678324636043,13.33031241199933,10.981782068149187,10.442855611599953,18.194561519234412,12.497031301842071,29.78755837407516,28.240483703440987,25.04491956916172,24.96868991366864,28.01938024791889,26.11184020775181,24.68477295820412,75.24433468437564,648.5071701899724,306.5396168373736,341.96755335259877,19.222065933281556,106.03871662720849,203.45504546969096,247.57168960991476,72.21965254987663,8.882167430361733,40.62466722202953,99.50510768802269,127.81094675938584,29.71672773757382,10.339898502919823,65.41404940517896,103.94993778166827,119.76074285052891,42.50292481230281,266.80913053446056,143.8851332829072,122.92399725155337,70.709288551403,375.83019557064836,217.4947877751838,39.17191531175922,186.5809141778991,92.80912579383221,31.537373239643784,189.24928139274925,124.68566198135159,255.44564160755908,137.37581271833915,118.06982888921993,26.32182301254943,12.533901284448802,13.787921728100628,8.588716968894005,9.789034656714648,7.944071386940777,13.252396758645773,4.2150186924263835,9.03737806621939,13.069426253903657,8.318882592022419,4.750543661881238,0.9580150954425335,24.008522048126906,1.3552858689799905,0.783672564662993,11.75022871978581,0.0,0.17434253077954054,12.258293328341097,1.3552858689799905,11.363488926901482,6.509320564568043,4.854168362333439,374.88554803519946,183.48985013331185,112.11059262231356,43.5159815218467,28.312122201044986,7.416037232655071,0.04096432402729988,0.10461217490853653,0.4796015549210249,399.83871761877526,0.6672918823955631,0.03812789255665101,0.7885085042752044,0.17999627605474788,0.25010732204080494,0.026826573797788234,0.4894556514514752
6.0,531.7303142081073,259.72455406062363,272.00576014748367,9.28894611596479,22.50683187058894,34.16437420937291,22.068818048370304,15.880713433376513,14.379421879522852,21.08126185889705,33.53822159820993,34.06731508055236,58.918345138037694,54.47546858356509,34.123456071291,48.213365274641546,37.789380116752,35.97337684649392,55.2610180824704,7.174973261353443,5.87354039157799,14.005270934285363,13.087449443701189,6.076459990057629,9.068934747381718,10.204661646668683,15.935840382415336,16.905486886375,31.044126755179605,29.72102303894644,15.978519034746569,25.969830617294065,17.531022861221572,21.101939013969968,20.04547505544906,2.1139728546113474,16.63329147901095,20.159103275087546,8.981368604669115,9.804253443318885,5.310487132141134,10.876600212228368,17.602381215794594,17.16182819417736,27.87421838285809,24.754445544618648,18.144937036544434,22.24353465734748,20.258357255530427,14.871437832523952,35.21554302702134,504.7937109069171,247.62579069961794,257.1679202072992,17.166855816351017,77.36550958655425,166.57550075736071,185.70840105701063,57.977443689640495,4.158436099620303,33.82023252060753,95.84607402789698,96.74520059258793,17.05584745890519,13.008419716730714,43.54527706594672,70.72942672946374,88.9632004644227,40.921596230735304,233.7505295107694,128.83314985514153,104.91737965562788,64.93019663185987,324.6841650668357,128.96144763375924,26.033814211172285,167.95268941715767,58.6784369306406,38.89638242068759,156.73147564967803,70.28301070311863,224.7000632154377,123.79476896685082,100.90529424858687,13.154504875652492,7.059613501653075,6.094891373999417,3.0433924961835146,10.043792373500764,0.06732000596821308,7.00252447463572,3.9975318806245923,3.004992594011128,6.151980401016772,3.062081621028483,3.089898779988289,1.0299555640667677,12.06222189962864,0.06232741195708513,1.0199703760445118,6.039643125608563,0.0,0.009985188022255898,6.022578774020076,0.06232741195708513,9.050466295331717,5.038380888290703,4.012085407041013,278.4471310066583,128.01578324449656,81.37757843264262,39.26689954975154,26.77565443588537,2.0112343577638967,0.9999809861183167,0.10903543044369185,0.488451658896719,336.74638696646434,0.6941441350462002,0.02473905384770693,0.7520040192913034,0.10392677755220568,0.2621072443907099,0.016010947115341515,0.4597489756194881
7.0,184.06208005298868,89.95938749057314,94.10269256241554,6.032616577576846,6.5096018885506055,4.578009224456764,7.208449398121957,8.851493796824798,7.8751846242230386,7.956262692510791,11.915208202068243,5.937572818462286,14.562792780303425,9.745014280830219,18.517547756995555,13.316797430095903,18.120141142098873,18.938654526582468,23.996732913286905,3.2099182822275907,3.068747930810787,1.3264430134113354,4.9649579164815805,3.035525598052118,0.9830646254122257,5.473946250140216,5.891857673788763,1.9478163472631422,8.81493013420004,3.5410456117497233,9.523975042930033,7.765679410451412,7.763678061917744,13.088130240865212,9.559671350871213,2.822698295349255,3.4408539577398187,3.2515662110454286,2.243491481640376,5.81596819877268,6.892119998810813,2.482316442370575,6.0233505282794795,3.9897564711991436,5.7478626461033855,6.203968669080496,8.993572714065522,5.551118019644491,10.356463080181129,5.850524285717256,14.437061562415693,171.55523263593568,83.70471370609084,87.85051892984484,4.172763292237505,22.975073858822725,49.74218595735147,77.12042908353396,17.54478044399002,0.16511526715476066,10.855525584263887,27.614656625604766,38.17106635564414,6.898349873423285,4.007648025082744,12.119548274558838,22.1275293317467,38.94936272788982,10.646430570566736,69.57303432987828,38.64645883423873,30.926575495639554,15.007605502412844,102.58026679019349,60.32665480010837,6.544414959989808,50.81657950216322,30.41147965365417,8.463190542423035,51.76368728803027,29.915175146454203,68.44212259573578,37.558878489411654,30.883244106324128,6.14755296027397,2.186913374765936,3.9606395855080336,2.15115572407376,3.214279080113556,0.7821181560866535,1.2168605015613139,0.11367651226464659,1.1031839892966673,4.930692458712656,2.0732368625012896,2.8574555962113664,2.112622188171372,3.3060569902427233,0.7288737818598747,1.0606942664599046,1.1262191083060316,0.0,1.0519279217114672,2.1798378819366917,0.7288737818598747,1.1309117341425008,1.0875803448270744,0.04333138931542635,83.87644387882028,31.429756200002885,23.845692714074175,11.282732741421569,15.51045040993813,1.7959323194809258,0.01187949390259746,0.09531990749501008,0.488744816230889,105.88632378043621,0.6570540164766089,0.03339934525625367,0.659010400988575,0.13037303993510566,0.26627765038923334,0.001835442323037861,0.3747149348082846
8.0,797.241611378442,374.87715255471994,422.3644588237221,24.6952232849726,34.60877347178757,36.66709837617236,26.353596265544184,32.26620070275385,33.74969311890891,38.235542394337244,42.65705547758262,36.141379496781155,65.291551385395,61.30273550649872,61.414273508416954,65.6191897984827,43.45018437036197,57.16926701006014,137.61984721038607,13.68418353778543,21.046019486617297,13.584743364044698,10.785352804901777,14.670829031325411,19.262851475243224,19.670280534599442,22.874241113953758,14.940927197632845,34.449485942110186,30.828884837566875,34.30102681022254,32.67789530570735,17.54078147254768,24.517989697138546,50.041659943322884,11.01103974718717,13.562753985170275,23.082355012127664,15.568243460642407,17.59537167142844,14.486841643665684,18.565261859737802,19.78281436362886,21.20045229914831,30.84206544328481,30.473850668931846,27.113246698194416,32.94129449277534,25.90940289781429,32.65127731292159,87.57818726706319,746.3336742842512,345.13092662833515,401.202747655916,22.69279505434679,132.66660873856745,197.16256125323707,303.97175867157057,89.8399505665293,10.802009974751854,40.77088602745789,104.40528751100646,148.44871770605096,40.70402540906798,11.890785079594934,91.89572271110956,92.75727374223061,155.5230409655196,49.135925157461315,301.1905109474319,167.54910675628344,133.64140419114847,88.61443733764463,431.7580698962847,235.43020294921007,43.9747482900857,217.1116493573063,92.08683960183407,44.63968904755893,214.64642053897842,143.343363347376,283.1247632257582,154.87914261544938,128.24562061030883,41.438901195302606,21.703915305493865,19.73498588980874,16.59898322162917,19.78009368298808,5.059824290685356,11.60131588607328,5.775539110705722,5.825776775367558,29.837585309229326,15.928376194788143,13.909209114441182,7.3566577952879015,31.2731477584166,2.8090956415981054,4.340198098361725,17.350125695957104,0.01359151117503643,3.0164596969261765,13.923022062459495,2.795504130423069,18.065747721673688,12.669964140834054,5.395783580839634,409.05415863436065,188.2909910203307,113.85529840306845,59.791067110025324,39.635637906292686,6.471386844292283,1.0097773503512144,0.11268848650686301,0.47021774478950246,463.0312176547013,0.6504756039408994,0.051977845365665444,0.7386461744628716,0.17262000031889882,0.28420007734258046,0.028814799464672924,0.46030821847391973
9.0,1102.6527199361299,525.8892753398468,576.7634445962831,31.74267426708684,26.317501346795325,55.64624478429323,54.706335428123566,63.22240628065629,54.47482881250835,48.80843656041179,42.67308588870219,55.34124815483665,72.23010666493064,104.7173225387669,95.5319035486682,72.76424161716932,74.29623673598326,87.41168390444,162.76846340275733,18.866815397333994,17.406521397995675,30.760960903971863,25.933612166805688,32.490918347735715,26.31621798413107,27.12610903560926,21.93546839002738,29.107352577964775,28.057544683841115,48.968391074704414,46.2490684412478,30.385203695455857,38.51631698338315,38.44701443786107,65.32175982177796,12.875858869752847,8.91097994879965,24.885283880321367,28.77272326131788,30.731487932920572,28.158610828377277,21.68232752480253,20.73761749867481,26.233895576871873,44.17256198108953,55.74893146406248,49.2828351074204,42.37903792171346,35.77991975260011,48.964669466578925,97.44670358097937,1052.6046838570728,493.61045542740976,558.994228429663,20.88243417412741,102.71295235402795,180.06984230844319,398.44737129041823,350.49208373005604,6.697417623756337,44.26163987316613,81.68729727986647,193.5699472674787,167.3941533831421,14.185016550371074,58.451312480861816,98.38254502857671,204.87742402293952,183.09793034691393,453.29750488020727,238.68425475413824,214.61325012606903,109.70818711907123,635.09456638353,323.435289721343,64.03737528084821,306.8476521812627,142.26906288527243,45.67081183822302,328.24691420226736,181.16622683607056,433.7734175210171,231.9455823922217,201.8278351287954,34.41467671218561,12.735184992463473,21.679491719722137,6.966976661125955,19.629355024095275,7.81834502696438,12.62003894280133,4.729166402732517,7.890872540068813,21.79463776938428,8.006018589730957,13.788619179653324,3.99823327910417,29.37534911124385,1.0410943218375905,2.996922418453323,9.722234216260404,0.016028357749746647,1.0013108606508467,19.653114894983446,1.025065964087844,19.524087359190162,6.738672361916542,12.78541499727362,582.9590685740404,280.50569390279634,158.20363829953567,81.2161760756826,55.6128525268723,5.661037350582774,1.7596704185707495,0.31786262110735825,0.47693100994691096,664.4699154947739,0.6821941735957683,0.031210802902820616,0.7525559783733126,0.14761534657275008,0.30373881225203453,0.01273541396984802,0.4811756245407303
10.0,729.1400561048649,355.3919206277933,373.7481354770716,24.21663621859625,21.00246646022424,30.73203609418124,27.48174389009364,44.21554344170727,25.181775473291054,25.329227433772758,37.3379896718543,39.953100125072524,58.8881398178637,63.216465352568775,84.28620278416201,49.409547748509794,44.80367316049524,44.49408133607358,108.59142709639855,8.214811106678098,13.912359320791438,14.58714124537073,15.536595847457647,23.678421013522893,12.452008065534756,11.517536116065457,16.43778776237741,17.860448272433132,30.570873022079468,30.78705871477723,42.44487734953873,26.246188220800832,22.267743594711646,20.826470343396068,48.05160063225776,16.00182511191815,7.090107139432803,16.14489484881051,11.945148042635992,20.537122428184375,12.729767407756299,13.8116913177073,20.90020190947689,22.092651852639392,28.317266795784235,32.429406637791544,41.841325434623286,23.163359527708963,22.53592956578359,23.66761099267751,60.53982646414079,687.7527825788129,336.1358709454071,351.61691163340583,23.297827422386035,86.00133011490107,188.91902898042463,291.46137164416723,98.07322441693395,9.90111209731549,34.52616529306397,101.60729451361112,151.3354431525804,38.765855888836086,13.396715325070545,51.4751648218371,87.3117344668135,140.12592849158682,59.30736852809787,279.2883543714415,149.92657025018707,129.36178412125446,66.29200504836626,408.50543420389295,194.98953722580336,30.819847006350756,202.27193845785223,89.22782448446378,35.47215804201551,206.23349574604072,105.76171274133958,251.86381269688718,136.31198773602955,115.55182496085763,59.353079626802355,33.07231067912653,26.280768947675824,17.408825546037406,31.034589948831126,10.909664131933823,19.697284922236577,8.85592666408047,10.841358258156106,39.65579470456578,24.21638401504606,15.439410689519718,9.659133724635467,46.79430153500289,2.899644367164001,5.894464666489512,25.259855926735327,1.9179900859016925,3.764669058145955,21.53444560826756,0.9816542812623084,27.424541674554348,13.614582514157519,13.80995916039683,371.10432446864434,175.4020773577504,103.45265488699079,50.057445062091574,35.369543936569244,6.69156594038941,0.13103728485293686,0.13450533076025253,0.48741242186903094,455.29973573889583,0.6134164649100677,0.08140147990753946,0.7514187085909381,0.14893082088577633,0.2717714208028192,0.027859699454690353,0.4726489717113782
