SEZIONE,ID_NIL,NIL,Municipio
705.0,20,LORETO - CASORETTO - NOLO,2
706.0,20,LORETO - CASORETTO - NOLO,2
707.0,20,LORETO - CASORETTO - NOLO,2
715.0,20,LORETO - CASORETTO - NOLO,3
718.0,20,LORETO - CASORETTO - NOLO,2
719.0,20,LORETO - CASORETTO - NOLO,2
729.0,20,LORETO - CASORETTO - NOLO,3
736.0,20,LORETO - CASORETTO - NOLO,3
739.0,20,LORETO - CASORETTO - NOLO,3
741.0,20,LORETO - CASORETTO - NOLO,3
743.0,20,LORETO - CASORETTO - NOLO,2
746.0,20,LORETO - CASORETTO - NOLO,3
748.0,20,LORETO - CASORETTO - NOLO,2
749.0,20,LORETO - CASORETTO - NOLO,2
751.0,20,LORETO - CASORETTO - NOLO,2
752.0,20,LORETO - CASORETTO - NOLO,2
753.0,20,LORETO - CASORETTO - NOLO,2
756.0,20,LORETO - CASORETTO - NOLO,2
760.0,20,LORETO - CASORETTO - NOLO,2
762.0,20,LORETO - CASORETTO - NOLO,2
765.0,20,LORETO - CASORETTO - NOLO,2
767.0,20,LORETO - CASORETTO - NOLO,3
771.0,20,LORETO - CASORETTO - NOLO,3
772.0,20,LORETO - CASORETTO - NOLO,3
1403.0,20,LORETO - CASORETTO - NOLO,3
1486.0,20,LORETO - CASORETTO - NOLO,3
1565.0,20,LORETO - CASORETTO - NOLO,3
1566.0,20,LORETO - CASORETTO - NOLO,2
711.0,15,BICOCCA,9
1256.0,15,BICOCCA,9
1270.0,15,BICOCCA,9
1622.0,15,BICOCCA,9
1680.0,15,BICOCCA,9
1787.0,15,BICOCCA,9
812.0,85,PARCO DELLE ABBAZIE,5
946.0,85,PARCO DELLE ABBAZIE,5
951.0,85,PARCO DELLE ABBAZIE,5
954.0,85,PARCO DELLE ABBAZIE,5
984.0,85,PARCO DELLE ABBAZIE,5
1947.0,85,PARCO DELLE ABBAZIE,5
2141.0,85,PARCO DELLE ABBAZIE,5
835.0,24,PARCO FORLANINI - CAVRIANO,3
878.0,24,PARCO FORLANINI - CAVRIANO,4
914.0,31,MONLUE' - PONTE LAMBRO,4
915.0,31,MONLUE' - PONTE LAMBRO,4
1504.0,31,MONLUE' - PONTE LAMBRO,4
1832.0,31,MONLUE' - PONTE LAMBRO,4
2082.0,31,MONLUE' - PONTE LAMBRO,4
916.0,32,TRIULZO SUPERIORE,4
917.0,32,TRIULZO SUPERIORE,4
920.0,32,TRIULZO SUPERIORE,4
953.0,39,QUINTOSOLE,5
964.0,37,MORIVIONE,5
968.0,37,MORIVIONE,5
969.0,37,MORIVIONE,5
971.0,37,MORIVIONE,5
2026.0,37,MORIVIONE,5
973.0,43,TIBALDI,5
974.0,43,TIBALDI,5
976.0,43,TIBALDI,5
979.0,43,TIBALDI,5
981.0,43,TIBALDI,5
982.0,43,TIBALDI,5
983.0,43,TIBALDI,5
1382.0,43,TIBALDI,5
1407.0,43,TIBALDI,5
1517.0,43,TIBALDI,5
1087.0,87,ASSIANO,7
1095.0,63,FIGINO,7
1096.0,63,FIGINO,7
1115.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1117.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1119.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1120.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1121.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1125.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1127.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1128.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1130.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1132.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1133.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1135.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1136.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1137.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1141.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1142.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1144.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1148.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1149.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1338.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1451.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1452.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1453.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1454.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1550.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1685.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1708.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1930.0,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,8
1143.0,73,CASCINA MERLATA,8
1154.0,73,CASCINA MERLATA,8
1152.0,74,ROSERIO,8
1165.0,78,FARINI,9
1181.0,78,FARINI,9
1186.0,78,FARINI,9
1196.0,78,FARINI,9
1167.0,77,BOVISA,9
1168.0,77,BOVISA,9
1170.0,77,BOVISA,9
1172.0,77,BOVISA,9
1173.0,77,BOVISA,9
1174.0,77,BOVISA,9
1175.0,77,BOVISA,9
1176.0,77,BOVISA,9
1455.0,77,BOVISA,9
1597.0,77,BOVISA,9
1182.0,79,DERGANO,9
1184.0,79,DERGANO,9
1185.0,79,DERGANO,9
1187.0,79,DERGANO,9
1188.0,79,DERGANO,9
1190.0,79,DERGANO,9
1191.0,79,DERGANO,9
1204.0,79,DERGANO,9
1205.0,79,DERGANO,9
1207.0,79,DERGANO,9
1457.0,79,DERGANO,9
1458.0,79,DERGANO,9
1954.0,79,DERGANO,9
2229.0,79,DERGANO,9
1210.0,84,PARCO NORD,9
1682.0,84,PARCO NORD,9
1417.0,66,QT 8,8
1595.0,66,QT 8,8
1747.0,66,QT 8,8
1891.0,66,QT 8,8
1425.0,86,PARCO DEI NAVIGLI,6
1677.0,86,PARCO DEI NAVIGLI,6
1789.0,86,PARCO DEI NAVIGLI,5
1514.0,82,COMASINA,9
1599.0,82,COMASINA,9
1601.0,82,COMASINA,9
1973.0,82,COMASINA,9
2000.0,82,COMASINA,9
2001.0,82,COMASINA,9
1638.0,47,CANTALUPA,6
1772.0,59,TRE TORRI,8
