NOMEFILE,ANNO,TIPO,liste_sindaco_preferenze_referendum_presidente,rounds,DATA,CITTA,id_elections
comunali_presidente_municipio_1_ballotagio_2016.csv,2016,municipali,presidente,run-off,2016-06-19,ROMA,comunali_presidente_municipio_1_ballotagio_2016.csv2016_municipali_run-off_ROMA
comunali_presidente_municipio_2_ballotagio_2016.csv,2016,municipali,presidente,run-off,2016-06-19,ROMA,comunali_presidente_municipio_2_ballotagio_2016.csv2016_municipali_run-off_ROMA
comunali_presidente_municipio_3_ballotagio_2016.csv,2016,municipali,presidente,run-off,2016-06-19,ROMA,comunali_presidente_municipio_3_ballotagio_2016.csv2016_municipali_run-off_ROMA
comunali_presidente_municipio_4_ballotagio_2016.csv,2016,municipali,presidente,run-off,2016-06-19,ROMA,comunali_presidente_municipio_4_ballotagio_2016.csv2016_municipali_run-off_ROMA
comunali_presidente_municipio_5_ballotagio_2016.csv,2016,municipali,presidente,run-off,2016-06-19,ROMA,comunali_presidente_municipio_5_ballotagio_2016.csv2016_municipali_run-off_ROMA
comunali_presidente_municipio_6_ballotagio_2016.csv,2016,municipali,presidente,run-off,2016-06-19,ROMA,comunali_presidente_municipio_6_ballotagio_2016.csv2016_municipali_run-off_ROMA
comunali_presidente_municipio_7_ballotagio_2016.csv,2016,municipali,presidente,run-off,2016-06-19,ROMA,comunali_presidente_municipio_7_ballotagio_2016.csv2016_municipali_run-off_ROMA
comunali_presidente_municipio_8_ballotagio_2016.csv,2016,municipali,presidente,run-off,2016-06-19,ROMA,comunali_presidente_municipio_8_ballotagio_2016.csv2016_municipali_run-off_ROMA
comunali_liste_2016.csv,2016,comunali,liste,single-round,2016-06-05,ROMA,comunali_liste_2016.csv2016_comunali_single-round_ROMA
comunali_preferenze_2016.csv,2016,comunali,preferenze,single-round,2016-06-05,ROMA,comunali_preferenze_2016.csv2016_comunali_single-round_ROMA
comunali_preferenze_municipio_municipio01_2016.csv,2016,municipali,preferenze,single-round,2016-06-05,ROMA,comunali_preferenze_municipio_municipio01_2016.csv2016_municipali_single-round_ROMA
comunali_preferenze_municipio_municipio02_2016.csv,2016,municipali,preferenze,single-round,2016-06-05,ROMA,comunali_preferenze_municipio_municipio02_2016.csv2016_municipali_single-round_ROMA
comunali_preferenze_municipio_municipio03_2016.csv,2016,municipali,preferenze,single-round,2016-06-05,ROMA,comunali_preferenze_municipio_municipio03_2016.csv2016_municipali_single-round_ROMA
comunali_preferenze_municipio_municipio04_2016.csv,2016,municipali,preferenze,single-round,2016-06-05,ROMA,comunali_preferenze_municipio_municipio04_2016.csv2016_municipali_single-round_ROMA
comunali_preferenze_municipio_municipio05_2016.csv,2016,municipali,preferenze,single-round,2016-06-05,ROMA,comunali_preferenze_municipio_municipio05_2016.csv2016_municipali_single-round_ROMA
comunali_preferenze_municipio_municipio06_2016.csv,2016,municipali,preferenze,single-round,2016-06-05,ROMA,comunali_preferenze_municipio_municipio06_2016.csv2016_municipali_single-round_ROMA
comunali_preferenze_municipio_municipio07_2016.csv,2016,municipali,preferenze,single-round,2016-06-05,ROMA,comunali_preferenze_municipio_municipio07_2016.csv2016_municipali_single-round_ROMA
comunali_preferenze_municipio_municipio08_2016.csv,2016,municipali,preferenze,single-round,2016-06-05,ROMA,comunali_preferenze_municipio_municipio08_2016.csv2016_municipali_single-round_ROMA
comunali_preferenze_municipio_municipio09_2016.csv,2016,municipali,preferenze,single-round,2016-06-05,ROMA,comunali_preferenze_municipio_municipio09_2016.csv2016_municipali_single-round_ROMA
comunali_preferenze_municipio_municipio11_2016.csv,2016,municipali,preferenze,single-round,2016-06-05,ROMA,comunali_preferenze_municipio_municipio11_2016.csv2016_municipali_single-round_ROMA
comunali_preferenze_municipio_municipio12_2016.csv,2016,municipali,preferenze,single-round,2016-06-05,ROMA,comunali_preferenze_municipio_municipio12_2016.csv2016_municipali_single-round_ROMA
comunali_preferenze_municipio_municipio13_2016.csv,2016,municipali,preferenze,single-round,2016-06-05,ROMA,comunali_preferenze_municipio_municipio13_2016.csv2016_municipali_single-round_ROMA
comunali_preferenze_municipio_municipio14_2016.csv,2016,municipali,preferenze,single-round,2016-06-05,ROMA,comunali_preferenze_municipio_municipio14_2016.csv2016_municipali_single-round_ROMA
comunali_preferenze_municipio_municipio15_2016.csv,2016,municipali,preferenze,single-round,2016-06-05,ROMA,comunali_preferenze_municipio_municipio15_2016.csv2016_municipali_single-round_ROMA
camera_liste_2022.csv,2022,camera,liste,single-round,2022-09-25,ROMA,camera_liste_2022.csv2022_camera_single-round_ROMA
CAMERA_2001_liste.csv,2001,camera,liste,single-round,2001-05-13,NAPOLI,CAMERA_2001_liste.csv2001_camera_single-round_NAPOLI
CAMERA_2006_liste.csv,2006,camera,liste,single-round,2006-04-09,NAPOLI,CAMERA_2006_liste.csv2006_camera_single-round_NAPOLI
CAMERA_2008_liste.csv,2008,camera,liste,single-round,2008-04-13,NAPOLI,CAMERA_2008_liste.csv2008_camera_single-round_NAPOLI
CAMERA_2013_liste.csv,2013,camera,liste,single-round,2013-02-24,NAPOLI,CAMERA_2013_liste.csv2013_camera_single-round_NAPOLI
CAMERA_2018_liste.csv,2018,camera,liste,single-round,2018-03-04,NAPOLI,CAMERA_2018_liste.csv2018_camera_single-round_NAPOLI
COMUNALI_2006_liste.csv,2006,comunali,liste,first-round,2006-05-28,NAPOLI,COMUNALI_2006_liste.csv2006_comunali_first-round_NAPOLI
COMUNALI_2011_liste.csv,2011,comunali,liste,first-round,2011-05-16,NAPOLI,COMUNALI_2011_liste.csv2011_comunali_first-round_NAPOLI
COMUNALI_2016_liste_first_round.csv,2016,comunali,liste,first-round,2016-06-05,NAPOLI,COMUNALI_2016_liste_first_round.csv2016_comunali_first-round_NAPOLI
COMUNALI_2021_liste.csv,2021,comunali,liste,first-round,2021-10-03,NAPOLI,COMUNALI_2021_liste.csv2021_comunali_first-round_NAPOLI
EUROPEE_2004_liste.csv,2004,europee,liste,single-round,2004-06-13,NAPOLI,EUROPEE_2004_liste.csv2004_europee_single-round_NAPOLI
EUROPEE_2009_liste.csv,2009,europee,liste,single-round,2009-06-06,NAPOLI,EUROPEE_2009_liste.csv2009_europee_single-round_NAPOLI
EUROPEE_2019_liste.csv,2019,europee,liste,single-round,2019-05-26,NAPOLI,EUROPEE_2019_liste.csv2019_europee_single-round_NAPOLI
REGIONALI_2005_liste.csv,2005,regionali,liste,first-round,2005-04-03,NAPOLI,REGIONALI_2005_liste.csv2005_regionali_first-round_NAPOLI
REGIONALI_2010.csv,2010,regionali,liste,first-round,2010-03-29,NAPOLI,REGIONALI_2010.csv2010_regionali_first-round_NAPOLI
REGIONALI_2015_liste.csv,2015,regionali,liste,first-round,2015-05-31,NAPOLI,REGIONALI_2015_liste.csv2015_regionali_first-round_NAPOLI
REGIONALI_2020_liste.csv,2020,regionali,liste,first-round,2020-09-21,NAPOLI,REGIONALI_2020_liste.csv2020_regionali_first-round_NAPOLI
CAMERA_2022_liste.csv,2022,camera,liste,single-round,2022-09-25,NAPOLI,CAMERA_2022_liste.csv2022_camera_single-round_NAPOLI
comunali_preferenze_2021.csv,2021,europee,preferenze,first-round,2021-10-03,NAPOLI,comunali_preferenze_2021.csv2021_europee_first-round_NAPOLI
comunali_preferenze_2016.csv,2016,europee,preferenze,first-round,2016-06-05,NAPOLI,comunali_preferenze_2016.csv2016_europee_first-round_NAPOLI
comunali_preferenze_2011.csv,2011,europee,preferenze,first-round,2011-05-16,NAPOLI,comunali_preferenze_2011.csv2011_europee_first-round_NAPOLI
comunali_preferenze_2006.csv,2006,europee,preferenze,first-round,2006-04-10,NAPOLI,comunali_preferenze_2006.csv2006_europee_first-round_NAPOLI
liste_europee_2004.csv,2004,europee,liste,single-round,2004-06-12,MILANO,liste_europee_2004.csv2004_europee_single-round_MILANO
liste_provincia_2005.csv,2005,provinciali,liste,single-round,2005-04-03,MILANO,liste_provincia_2005.csv2005_provinciali_single-round_MILANO
liste_regione_2005.csv,2005,regionali,liste,single-round,2005-04-03,MILANO,liste_regione_2005.csv2005_regionali_single-round_MILANO
referendum_accesso_procreazione_2005.csv,2005,referendum,referendum,single-round,2005-06-12,MILANO,referendum_accesso_procreazione_2005.csv2005_referendum_single-round_MILANO
referendum_diritti_procreazione_2005.csv,2005,referendum,referendum,single-round,2005-06-12,MILANO,referendum_diritti_procreazione_2005.csv2005_referendum_single-round_MILANO
referendum_fecondazione_procreazione_2005.csv,2005,referendum,referendum,single-round,2005-06-12,MILANO,referendum_fecondazione_procreazione_2005.csv2005_referendum_single-round_MILANO
referendum_ricerca_procreazione_2005.csv,2005,referendum,referendum,single-round,2005-06-12,MILANO,referendum_ricerca_procreazione_2005.csv2005_referendum_single-round_MILANO
sindaco_comune_2006.csv,2006,comunali,sindaco,first-round,2006-05-28,MILANO,sindaco_comune_2006.csv2006_comunali_first-round_MILANO
liste_camera_2006.csv,2006,camera,liste,single-round,2006-04-09,MILANO,liste_camera_2006.csv2006_camera_single-round_MILANO
liste_municipio_2006municipio_1.csv,2006,municipali,liste,single-round,2006-05-28,MILANO,liste_municipio_2006municipio_1.csv2006_municipali_single-round_MILANO
liste_municipio_2006municipio_8.csv,2006,municipali,liste,single-round,2006-05-28,MILANO,liste_municipio_2006municipio_8.csv2006_municipali_single-round_MILANO
liste_municipio_2006municipio_7.csv,2006,municipali,liste,single-round,2006-05-28,MILANO,liste_municipio_2006municipio_7.csv2006_municipali_single-round_MILANO
liste_municipio_2006municipio_9.csv,2006,municipali,liste,single-round,2006-05-28,MILANO,liste_municipio_2006municipio_9.csv2006_municipali_single-round_MILANO
liste_municipio_2006municipio_4.csv,2006,municipali,liste,single-round,2006-05-28,MILANO,liste_municipio_2006municipio_4.csv2006_municipali_single-round_MILANO
liste_municipio_2006municipio_2.csv,2006,municipali,liste,single-round,2006-05-28,MILANO,liste_municipio_2006municipio_2.csv2006_municipali_single-round_MILANO
liste_municipio_2006municipio_3.csv,2006,municipali,liste,single-round,2006-05-28,MILANO,liste_municipio_2006municipio_3.csv2006_municipali_single-round_MILANO
liste_municipio_2006municipio_5.csv,2006,municipali,liste,single-round,2006-05-28,MILANO,liste_municipio_2006municipio_5.csv2006_municipali_single-round_MILANO
liste_municipio_2006municipio_6.csv,2006,municipali,liste,single-round,2006-05-28,MILANO,liste_municipio_2006municipio_6.csv2006_municipali_single-round_MILANO
liste_senato_2006.csv,2006,senato,liste,single-round,2006-04-09,MILANO,liste_senato_2006.csv2006_senato_single-round_MILANO
liste_camera_2008.csv,2008,camera,liste,single-round,2008-04-13,MILANO,liste_camera_2008.csv2008_camera_single-round_MILANO
liste_senato_2008.csv,2008,senato,liste,single-round,2008-04-13,MILANO,liste_senato_2008.csv2008_senato_single-round_MILANO
liste_europee_2009.csv,2009,europee,liste,single-round,2009-06-06,MILANO,liste_europee_2009.csv2009_europee_single-round_MILANO
liste_provincia_2009.csv,2009,provinciali,liste,single-round,2009-06-06,MILANO,liste_provincia_2009.csv2009_provinciali_single-round_MILANO
liste_provincia_ballottaggio_2009.csv,2009,provinciali,liste,run-off,2009-06-21,MILANO,liste_provincia_ballottaggio_2009.csv2009_provinciali_run-off_MILANO
referendum_abolizione_senato_2009.csv,2009,referendum,referendum,single-round,2009-06-21,MILANO,referendum_abolizione_senato_2009.csv2009_referendum_single-round_MILANO
referendum_cand_multipla_2009.csv,2009,referendum,referendum,single-round,2009-06-21,MILANO,referendum_cand_multipla_2009.csv2009_referendum_single-round_MILANO
referendum_collegamento_2009.csv,2009,referendum,referendum,single-round,2009-06-21,MILANO,referendum_collegamento_2009.csv2009_referendum_single-round_MILANO
liste_provincia_2010.csv,2010,provinciali,liste,single-round,2010-03-28,MILANO,liste_provincia_2010.csv2010_provinciali_single-round_MILANO
liste_regione_2010.csv,2010,regionali,liste,single-round,2010-03-28,MILANO,liste_regione_2010.csv2010_regionali_single-round_MILANO
presidente_municipio_2011municipio_1.csv,2011,municipali,presidente,single-round,2011-05-15,MILANO,presidente_municipio_2011municipio_1.csv2011_municipali_single-round_MILANO
presidente_municipio_2011municipio_2.csv,2011,municipali,presidente,single-round,2011-05-15,MILANO,presidente_municipio_2011municipio_2.csv2011_municipali_single-round_MILANO
presidente_municipio_2011municipio_3.csv,2011,municipali,presidente,single-round,2011-05-15,MILANO,presidente_municipio_2011municipio_3.csv2011_municipali_single-round_MILANO
presidente_municipio_2011municipio_4.csv,2011,municipali,presidente,single-round,2011-05-15,MILANO,presidente_municipio_2011municipio_4.csv2011_municipali_single-round_MILANO
presidente_municipio_2011municipio_5.csv,2011,municipali,presidente,single-round,2011-05-15,MILANO,presidente_municipio_2011municipio_5.csv2011_municipali_single-round_MILANO
presidente_municipio_2011municipio_6.csv,2011,municipali,presidente,single-round,2011-05-15,MILANO,presidente_municipio_2011municipio_6.csv2011_municipali_single-round_MILANO
presidente_municipio_2011municipio_7.csv,2011,municipali,presidente,single-round,2011-05-15,MILANO,presidente_municipio_2011municipio_7.csv2011_municipali_single-round_MILANO
presidente_municipio_2011municipio_8.csv,2011,municipali,presidente,single-round,2011-05-15,MILANO,presidente_municipio_2011municipio_8.csv2011_municipali_single-round_MILANO
presidente_municipio_2011municipio_9.csv,2011,municipali,presidente,single-round,2011-05-15,MILANO,presidente_municipio_2011municipio_9.csv2011_municipali_single-round_MILANO
sindaco_comune_2011.csv,2011,comunali,sindaco,first-round,2011-05-15,MILANO,sindaco_comune_2011.csv2011_comunali_first-round_MILANO
sindaco_comune_ballottaggio_2011.csv,2011,comunali,sindaco,run-off,2011-05-29,MILANO,sindaco_comune_ballottaggio_2011.csv2011_comunali_run-off_MILANO
liste_comune_2011.csv,2011,comunali,liste,single-round,2011-05-15,MILANO,liste_comune_2011.csv2011_comunali_single-round_MILANO
liste_municipio_2011municipio_1.csv,2011,municipali,liste,single-round,2011-05-15,MILANO,liste_municipio_2011municipio_1.csv2011_municipali_single-round_MILANO
liste_municipio_2011municipio_2.csv,2011,municipali,liste,single-round,2011-05-15,MILANO,liste_municipio_2011municipio_2.csv2011_municipali_single-round_MILANO
liste_municipio_2011municipio_3.csv,2011,municipali,liste,single-round,2011-05-15,MILANO,liste_municipio_2011municipio_3.csv2011_municipali_single-round_MILANO
liste_municipio_2011municipio_4.csv,2011,municipali,liste,single-round,2011-05-15,MILANO,liste_municipio_2011municipio_4.csv2011_municipali_single-round_MILANO
liste_municipio_2011municipio_5.csv,2011,municipali,liste,single-round,2011-05-15,MILANO,liste_municipio_2011municipio_5.csv2011_municipali_single-round_MILANO
liste_municipio_2011municipio_6.csv,2011,municipali,liste,single-round,2011-05-15,MILANO,liste_municipio_2011municipio_6.csv2011_municipali_single-round_MILANO
liste_municipio_2011municipio_7.csv,2011,municipali,liste,single-round,2011-05-15,MILANO,liste_municipio_2011municipio_7.csv2011_municipali_single-round_MILANO
liste_municipio_2011municipio_8.csv,2011,municipali,liste,single-round,2011-05-15,MILANO,liste_municipio_2011municipio_8.csv2011_municipali_single-round_MILANO
liste_municipio_2011municipio_9.csv,2011,municipali,liste,single-round,2011-05-15,MILANO,liste_municipio_2011municipio_9.csv2011_municipali_single-round_MILANO
referendum_acqua_privatizzazione_2011.csv,2011,referendum,referendum,single-round,2011-06-12,MILANO,referendum_acqua_privatizzazione_2011.csv2011_referendum_single-round_MILANO
referendum_acqua_tariffe_2011.csv,2011,referendum,referendum,single-round,2011-06-12,MILANO,referendum_acqua_tariffe_2011.csv2011_referendum_single-round_MILANO
referendum_expo_2011.csv,2011,referendum,referendum,single-round,2011-06-12,MILANO,referendum_expo_2011.csv2011_referendum_single-round_MILANO
referendum_impedimento_2011.csv,2011,referendum,referendum,single-round,2011-06-12,MILANO,referendum_impedimento_2011.csv2011_referendum_single-round_MILANO
referendum_navigli_2011.csv,2011,referendum,referendum,single-round,2011-06-12,MILANO,referendum_navigli_2011.csv2011_referendum_single-round_MILANO
referendum_nucleare_2011.csv,2011,referendum,referendum,single-round,2011-06-12,MILANO,referendum_nucleare_2011.csv2011_referendum_single-round_MILANO
referendum_risparimo_energetico_2011.csv,2011,referendum,referendum,single-round,2011-06-12,MILANO,referendum_risparimo_energetico_2011.csv2011_referendum_single-round_MILANO
referendum_traffico_2011.csv,2011,referendum,referendum,single-round,2011-06-12,MILANO,referendum_traffico_2011.csv2011_referendum_single-round_MILANO
referendum_verde_2011.csv,2011,referendum,referendum,single-round,2011-06-12,MILANO,referendum_verde_2011.csv2011_referendum_single-round_MILANO
camera_liste_2013.csv,2013,camera,liste,single-round,2013-02-24,MILANO,camera_liste_2013.csv2013_camera_single-round_MILANO
liste_provincia_2013.csv,2013,provinciali,liste,single-round,2013-05-26,MILANO,liste_provincia_2013.csv2013_provinciali_single-round_MILANO
liste_regione_2013.csv,2013,regionali,liste,single-round,2013-02-24,MILANO,liste_regione_2013.csv2013_regionali_single-round_MILANO
senato_liste_2013.csv,2013,senato,liste,single-round,2013-02-24,MILANO,senato_liste_2013.csv2013_senato_single-round_MILANO
liste_europee_2014.csv,2014,europee,liste,single-round,2014-05-25,MILANO,liste_europee_2014.csv2014_europee_single-round_MILANO
presidente_municipio_2016municipio_1.csv,2016,municipali,presidente,single-round,2016-06-05,MILANO,presidente_municipio_2016municipio_1.csv2016_municipali_single-round_MILANO
presidente_municipio_2016municipio_2.csv,2016,municipali,presidente,single-round,2016-06-05,MILANO,presidente_municipio_2016municipio_2.csv2016_municipali_single-round_MILANO
presidente_municipio_2016municipio_3.csv,2016,municipali,presidente,single-round,2016-06-05,MILANO,presidente_municipio_2016municipio_3.csv2016_municipali_single-round_MILANO
presidente_municipio_2016municipio_4.csv,2016,municipali,presidente,single-round,2016-06-05,MILANO,presidente_municipio_2016municipio_4.csv2016_municipali_single-round_MILANO
presidente_municipio_2016municipio_5.csv,2016,municipali,presidente,single-round,2016-06-05,MILANO,presidente_municipio_2016municipio_5.csv2016_municipali_single-round_MILANO
presidente_municipio_2016municipio_6.csv,2016,municipali,presidente,single-round,2016-06-05,MILANO,presidente_municipio_2016municipio_6.csv2016_municipali_single-round_MILANO
presidente_municipio_2016municipio_7.csv,2016,municipali,presidente,single-round,2016-06-05,MILANO,presidente_municipio_2016municipio_7.csv2016_municipali_single-round_MILANO
presidente_municipio_2016municipio_8.csv,2016,municipali,presidente,single-round,2016-06-05,MILANO,presidente_municipio_2016municipio_8.csv2016_municipali_single-round_MILANO
presidente_municipio_2016municipio_9.csv,2016,municipali,presidente,single-round,2016-06-05,MILANO,presidente_municipio_2016municipio_9.csv2016_municipali_single-round_MILANO
sindaco_comune_2016.csv,2016,comunali,sindaco,first-round,2016-06-05,MILANO,sindaco_comune_2016.csv2016_comunali_first-round_MILANO
sindaco_comune_ballotaggio_2016.csv,2016,comunali,sindaco,run-off,2016-06-14,MILANO,sindaco_comune_ballotaggio_2016.csv2016_comunali_run-off_MILANO
liste_comune_2016.csv,2016,comunali,liste,single-round,2016-06-05,MILANO,liste_comune_2016.csv2016_comunali_single-round_MILANO
liste_municipio_2016municipio_1.csv,2016,municipali,liste,single-round,2016-06-05,MILANO,liste_municipio_2016municipio_1.csv2016_municipali_single-round_MILANO
liste_municipio_2016municipio_2.csv,2016,municipali,liste,single-round,2016-06-05,MILANO,liste_municipio_2016municipio_2.csv2016_municipali_single-round_MILANO
liste_municipio_2016municipio_3.csv,2016,municipali,liste,single-round,2016-06-05,MILANO,liste_municipio_2016municipio_3.csv2016_municipali_single-round_MILANO
liste_municipio_2016municipio_4.csv,2016,municipali,liste,single-round,2016-06-05,MILANO,liste_municipio_2016municipio_4.csv2016_municipali_single-round_MILANO
liste_municipio_2016municipio_5.csv,2016,municipali,liste,single-round,2016-06-05,MILANO,liste_municipio_2016municipio_5.csv2016_municipali_single-round_MILANO
liste_municipio_2016municipio_6.csv,2016,municipali,liste,single-round,2016-06-05,MILANO,liste_municipio_2016municipio_6.csv2016_municipali_single-round_MILANO
liste_municipio_2016municipio_7.csv,2016,municipali,liste,single-round,2016-06-05,MILANO,liste_municipio_2016municipio_7.csv2016_municipali_single-round_MILANO
liste_municipio_2016municipio_8.csv,2016,municipali,liste,single-round,2016-06-05,MILANO,liste_municipio_2016municipio_8.csv2016_municipali_single-round_MILANO
liste_municipio_2016municipio_9.csv,2016,municipali,liste,single-round,2016-06-05,MILANO,liste_municipio_2016municipio_9.csv2016_municipali_single-round_MILANO
referendum_costituzione_2016.csv,2016,referendum,referendum,single-round,2016-12-04,MILANO,referendum_costituzione_2016.csv2016_referendum_single-round_MILANO
referendum_trivelle_2016.csv,2016,referendum,referendum,single-round,2016-12-04,MILANO,referendum_trivelle_2016.csv2016_referendum_single-round_MILANO
candidati_camera_uninominale_2018.csv,2018,camera,deputati,single-round,2018-03-04,MILANO,candidati_camera_uninominale_2018.csv2018_camera_single-round_MILANO
candidati_senato_uninominale_2018.csv,2018,senato,senatori,single-round,2018-03-04,MILANO,candidati_senato_uninominale_2018.csv2018_senato_single-round_MILANO
liste_camera_uninominale_2018.csv,2018,camera,liste,single-round,2018-03-04,MILANO,liste_camera_uninominale_2018.csv2018_camera_single-round_MILANO
liste_provincia_2018.csv,2018,provinciali,liste,single-round,2018-03-04,MILANO,liste_provincia_2018.csv2018_provinciali_single-round_MILANO
presidente_regione_2018.csv,2018,regionali,liste,single-round,2018-03-04,MILANO,presidente_regione_2018.csv2018_regionali_single-round_MILANO
liste_senato_uninominale_2018.csv,2018,senato,liste,single-round,2018-03-04,MILANO,liste_senato_uninominale_2018.csv2018_senato_single-round_MILANO
liste_europee_2019.csv,2019,europee,liste,single-round,2019-05-26,MILANO,liste_europee_2019.csv2019_europee_single-round_MILANO
presidente_municipio_2021municipio_1.csv,2021,municipali,presidente,single-round,2021-10-03,MILANO,presidente_municipio_2021municipio_1.csv2021_municipali_single-round_MILANO
presidente_municipio_2021municipio_2.csv,2021,municipali,presidente,single-round,2021-10-03,MILANO,presidente_municipio_2021municipio_2.csv2021_municipali_single-round_MILANO
presidente_municipio_2021municipio_3.csv,2021,municipali,presidente,single-round,2021-10-03,MILANO,presidente_municipio_2021municipio_3.csv2021_municipali_single-round_MILANO
presidente_municipio_2021municipio_4.csv,2021,municipali,presidente,single-round,2021-10-03,MILANO,presidente_municipio_2021municipio_4.csv2021_municipali_single-round_MILANO
presidente_municipio_2021municipio_5.csv,2021,municipali,presidente,single-round,2021-10-03,MILANO,presidente_municipio_2021municipio_5.csv2021_municipali_single-round_MILANO
presidente_municipio_2021municipio_6.csv,2021,municipali,presidente,single-round,2021-10-03,MILANO,presidente_municipio_2021municipio_6.csv2021_municipali_single-round_MILANO
presidente_municipio_2021municipio_7.csv,2021,municipali,presidente,single-round,2021-10-03,MILANO,presidente_municipio_2021municipio_7.csv2021_municipali_single-round_MILANO
presidente_municipio_2021municipio_8.csv,2021,municipali,presidente,single-round,2021-10-03,MILANO,presidente_municipio_2021municipio_8.csv2021_municipali_single-round_MILANO
presidente_municipio_2021municipio_9.csv,2021,municipali,presidente,single-round,2021-10-03,MILANO,presidente_municipio_2021municipio_9.csv2021_municipali_single-round_MILANO
sindaco_comune_2021.csv,2021,comunali,sindaco,first-round,2021-10-03,MILANO,sindaco_comune_2021.csv2021_comunali_first-round_MILANO
liste_comune_2021.csv,2021,comunali,liste,single-round,2021-10-03,MILANO,liste_comune_2021.csv2021_comunali_single-round_MILANO
liste_municipio_2021municipio_1.csv,2021,municipali,liste,single-round,2021-10-03,MILANO,liste_municipio_2021municipio_1.csv2021_municipali_single-round_MILANO
liste_municipio_2021municipio_2.csv,2021,municipali,liste,single-round,2021-10-03,MILANO,liste_municipio_2021municipio_2.csv2021_municipali_single-round_MILANO
liste_municipio_2021municipio_3.csv,2021,municipali,liste,single-round,2021-10-03,MILANO,liste_municipio_2021municipio_3.csv2021_municipali_single-round_MILANO
liste_municipio_2021municipio_4.csv,2021,municipali,liste,single-round,2021-10-03,MILANO,liste_municipio_2021municipio_4.csv2021_municipali_single-round_MILANO
liste_municipio_2021municipio_5.csv,2021,municipali,liste,single-round,2021-10-03,MILANO,liste_municipio_2021municipio_5.csv2021_municipali_single-round_MILANO
liste_municipio_2021municipio_6.csv,2021,municipali,liste,single-round,2021-10-03,MILANO,liste_municipio_2021municipio_6.csv2021_municipali_single-round_MILANO
liste_municipio_2021municipio_7.csv,2021,municipali,liste,single-round,2021-10-03,MILANO,liste_municipio_2021municipio_7.csv2021_municipali_single-round_MILANO
liste_municipio_2021municipio_8.csv,2021,municipali,liste,single-round,2021-10-03,MILANO,liste_municipio_2021municipio_8.csv2021_municipali_single-round_MILANO
liste_municipio_2021municipio_9.csv,2021,municipali,liste,single-round,2021-10-03,MILANO,liste_municipio_2021municipio_9.csv2021_municipali_single-round_MILANO
camera_liste_2022.csv,2022,camera,liste,single-round,2022-09-28,MILANO,camera_liste_2022.csv2022_camera_single-round_MILANO
referendum_2020.csv,2020,referendum,referendum,single-round,2020-09-20,FIRENZE,referendum_2020.csv2020_referendum_single-round_FIRENZE
regionali_presidente_2020.csv,2020,regionali,presidente,single-round,2020-09-20,FIRENZE,regionali_presidente_2020.csv2020_regionali_single-round_FIRENZE
regionali_liste_2020.csv,2020,regionali,liste,single-round,2020-09-20,FIRENZE,regionali_liste_2020.csv2020_regionali_single-round_FIRENZE
comunali_sindaco_2019.csv,2019,comunali,sindaco,first-round,2019-05-26,FIRENZE,comunali_sindaco_2019.csv2019_comunali_first-round_FIRENZE
comunali_liste_2019.csv,2019,comunali,liste,single-round,2019-05-26,FIRENZE,comunali_liste_2019.csv2019_comunali_single-round_FIRENZE
comunali_liste_2019_municipio_1.csv,2019,municipali,presidente,single-round,2019-05-26,FIRENZE,comunali_liste_2019_municipio_1.csv2019_municipali_single-round_FIRENZE
comunali_liste_2019_municipio_2.csv,2019,municipali,presidente,single-round,2019-05-26,FIRENZE,comunali_liste_2019_municipio_2.csv2019_municipali_single-round_FIRENZE
comunali_liste_2019_municipio_3.csv,2019,municipali,presidente,single-round,2019-05-26,FIRENZE,comunali_liste_2019_municipio_3.csv2019_municipali_single-round_FIRENZE
comunali_liste_2019_municipio_4.csv,2019,municipali,presidente,single-round,2019-05-26,FIRENZE,comunali_liste_2019_municipio_4.csv2019_municipali_single-round_FIRENZE
comunali_liste_2019_municipio_5.csv,2019,municipali,presidente,single-round,2019-05-26,FIRENZE,comunali_liste_2019_municipio_5.csv2019_municipali_single-round_FIRENZE
europee_2019.csv,2019,europee,liste,single-round,2019-05-26,FIRENZE,europee_2019.csv2019_europee_single-round_FIRENZE
camera_2018.csv,2018,camera,liste,single-round,2018-03-04,FIRENZE,camera_2018.csv2018_camera_single-round_FIRENZE
senato_2018.csv,2018,senato,liste,single-round,2018-03-04,FIRENZE,senato_2018.csv2018_senato_single-round_FIRENZE
referendum_2016.csv,2016,referendum,referendum,single-round,2016-12-04,FIRENZE,referendum_2016.csv2016_referendum_single-round_FIRENZE
regionali_liste_2015.csv,2015,regionali,liste,single-round,2015-05-31,FIRENZE,regionali_liste_2015.csv2015_regionali_single-round_FIRENZE
regionali_2015_presidente.csv,2015,regionali,presidente,single-round,2015-05-31,FIRENZE,regionali_2015_presidente.csv2015_regionali_single-round_FIRENZE
comunali_2014_sindaco.csv,2014,comunali,sindaco,first-round,2014-05-25,FIRENZE,comunali_2014_sindaco.csv2014_comunali_first-round_FIRENZE
comunali_2014_liste.csv,2014,comunali,liste,single-round,2014-05-25,FIRENZE,comunali_2014_liste.csv2014_comunali_single-round_FIRENZE
europee_2014_liste.csv,2014,europee,liste,single-round,2014-05-25,FIRENZE,europee_2014_liste.csv2014_europee_single-round_FIRENZE
camera_2013_liste.csv,2013,camera,liste,single-round,2013-02-24,FIRENZE,camera_2013_liste.csv2013_camera_single-round_FIRENZE
